dataset_id,source_dataset_id,dataset_family,source_name,version,license_or_terms,retrieval_command_or_url,source_profile_path,source_profile_sha256,content_hash_scope,raw_content_hash_status,redistribution_status,row_count_after_policy,target_name,target_policy_summary,metadata_status,benchmark_v2_candidate_source,dataset_card
openml_disclosure_x_bias,openml_disclosure_x_bias,openml,disclosure_x_bias,1,pending_public_verification,https://openml.org/data/v1/download/1390079/disclosure_x_bias.arff,experiments/regression/audits/openml_disclosure_x_bias/profile.json,0dbb1aab75841392af755f2ec7dad13502c16214faadfbf62e2141c0c2eb2533,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,662,Income,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_disclosure_x_bias.html
openml_disclosure_x_noise,openml_disclosure_x_noise,openml,disclosure_x_noise,1,pending_public_verification,https://openml.org/data/v1/download/1390078/disclosure_x_noise.arff,experiments/regression/audits/openml_disclosure_x_noise/profile.json,7ffe9c92b570a2ad22366292dd86b0bbe4a6cd8d37a8e050993ac0f32701d8aa,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,662,Income,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_disclosure_x_noise.html
openml_disclosure_x_tampered,openml_disclosure_x_tampered,openml,disclosure_x_tampered,1,pending_public_verification,https://openml.org/data/v1/download/1663732/disclosure_x_tampered.arff,experiments/regression/audits/openml_disclosure_x_tampered/profile.json,112c6ba704d2903536ef023617134449bbd2fd5ee872b55f9735232fd94b0b91,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,662,Income,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_disclosure_x_tampered.html
openml_disclosure_z,openml_disclosure_z,openml,disclosure_z,1,pending_public_verification,https://openml.org/data/v1/download/52999/disclosure_z.arff,experiments/regression/audits/openml_disclosure_z/profile.json,b68b5fc808cac39e8e855590f8ae3316776fa25b3866d3bbc2d144fa4178cb81,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,662,Income,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_disclosure_z.html
openml_faculty_salaries_asst_prof,openml_faculty_salaries_asst_prof,openml,FacultySalaries,1,pending_public_verification,https://openml.org/data/v1/download/53979/FacultySalaries.arff,experiments/regression/audits/openml_faculty_salaries_asst_prof/profile.json,7134e3adaee5d17679933865b0b6dc8ef9c31e01e9d7c9994f4e8f19499885b6,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,50,asst.prof.salary,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_faculty_salaries_asst_prof.html
openml_fishcatch_weight,openml_fishcatch_weight,openml,fishcatch,1,pending_public_verification,https://openml.org/data/v1/download/3669/fishcatch.arff,experiments/regression/audits/openml_fishcatch_weight/profile.json,baf282a9221ac106d80a190b4d7cb365c023f4d8a0d95a9e4bcffbd8c555aa7e,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,158,class,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_fishcatch_weight.html
openml_gascons_consumption,openml_gascons_consumption,openml,gascons,1,pending_public_verification,https://openml.org/data/v1/download/3663/gascons.arff,experiments/regression/audits/openml_gascons_consumption/profile.json,ea9cbb81e12e1e32b545b4c14af2350d28d9e9e05e61906055da61bd76c15c19,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,27,gasoline_consumption,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_gascons_consumption.html
openml_house_16h_price,openml_house_16h_price,openml,house_16H,1,pending_public_verification,https://openml.org/data/v1/download/52752/house_16H.arff,experiments/regression/audits/openml_house_16h_price/profile.json,3bdccb538b7db8e5841a8caa4afe885161cf04280cd51b2deee14a4a29fd2996,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,22784,price,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_house_16h_price.html
openml_hutsof99_quality,openml_hutsof99_quality,openml,hutsof99_logis,1,pending_public_verification,https://openml.org/data/v1/download/52981/hutsof99_logis.arff,experiments/regression/audits/openml_hutsof99_quality/profile.json,cacf600b46e6fda1b099eeff4c085c31e349b9c0c2340c3f1003450af0a4f8dc,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,70,Quality,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_hutsof99_quality.html
openml_icu_loc,openml_icu_loc,openml,ICU,1,pending_public_verification,https://openml.org/data/v1/download/53980/ICU.arff,experiments/regression/audits/openml_icu_loc/profile.json,1768fd0b54100eaf204da108d3ff4b3db99c1649ea4b2962cf8d69451cf48883,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,200,LOC,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_icu_loc.html
openml_kin8nm_y,openml_kin8nm,openml,openml_kin8nm,openml_task_pending,openml_dataset_terms_pending_final_terms_review,https://www.openml.org/search?type=data&sort=runs&id=&q=kin8nm,experiments/regression/audits/openml_kin8nm_y/profile.json,de72329dc453e65f2a22494e704f6bce064d6f63562a09f1d9439eb551aa6557,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,0,y,profile_metadata_review_required,profile_metadata_available,true,atlas/datasets/cards/openml_kin8nm_y.html
openml_mba_grade_gpa,openml_mba_grade_gpa,openml,mbagrade,1,pending_public_verification,https://openml.org/data/v1/download/3627/mbagrade.arff,experiments/regression/audits/openml_mba_grade_gpa/profile.json,9e32b516b2c7a0cfc8c992b195ade7e7b613d39f93c0c0fd80026994fca79642,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,61,grade_point_average,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_mba_grade_gpa.html
openml_mba_grade_gpa_dedup,openml_mba_grade_gpa,openml,mbagrade exact-deduplicated variant,openml_dataset_version_pending_public_verification,pending_public_verification,https://www.openml.org/d/190,experiments/regression/audits/openml_mba_grade_gpa_dedup/profile.json,be4cef9a8f981569532fa65c7635116d71e110ef1132a2874a4d1141f21626bb,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,60,grade_point_average,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_mba_grade_gpa_dedup.html
openml_mercury_in_bass,openml_mercury_in_bass,openml,MercuryinBass,1,pending_public_verification,https://openml.org/data/v1/download/53973/MercuryinBass.arff,experiments/regression/audits/openml_mercury_in_bass/profile.json,407ce94a56b484fed01beafbf283fe3c531877973b2104bad3f170a4d16be08d,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,53,3_yr_Standard_Mercury,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_mercury_in_bass.html
openml_mtp2_oz1143,openml_mtp2_oz1143,openml,mtp2,1,pending_public_verification,https://openml.org/data/v1/download/52542/mtp2.arff,experiments/regression/audits/openml_mtp2_oz1143/profile.json,4076bfe6b5c10febd44c9d64e2179b6a325406c1a3c248b8378e8bc04c1931b4,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,274,oz1143,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_mtp2_oz1143.html
openml_newton_hema_cells,openml_newton_hema_cells,openml,newton_hema,1,pending_public_verification,https://openml.org/data/v1/download/52604/newton_hema.arff,experiments/regression/audits/openml_newton_hema_cells/profile.json,141b10360866a5c295408463f36c6e6cae669fba9d1159c27ebd9ac94ebee874,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,140,cells_percentage,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_newton_hema_cells.html
openml_plasma_retinol,openml_plasma_retinol,openml,plasma_retinol,1,pending_public_verification,https://openml.org/data/v1/download/52623/plasma_retinol.arff,experiments/regression/audits/openml_plasma_retinol/profile.json,a3174261995420c9438aa5bfe539d000ad6ff2bed4ff2c01843077cfa23fe8c9,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,315,RETPLASMA,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_plasma_retinol.html
openml_sensory_score,openml_sensory_score,openml,sensory,1,pending_public_verification,https://openml.org/data/v1/download/52658/sensory.arff,experiments/regression/audits/openml_sensory_score/profile.json,4be9e51b81495b989c33378e906591a8fc3c19c1865c1cdebfd9daff97913fa8,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,576,Score,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_sensory_score.html
openml_sleuth_case1201_rank,openml_sleuth_case1201_rank,openml,sleuth_case1201,1,pending_public_verification,https://openml.org/data/v1/download/53007/sleuth_case1201.arff,experiments/regression/audits/openml_sleuth_case1201_rank/profile.json,f3b14e266f91e4bee3c4f0eb43750f44ce9520e0e27edc612517e3936f65b0f2,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,50,rank,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_sleuth_case1201_rank.html
openml_sleuth_case1202_experience,openml_sleuth_case1202_experience,openml,sleuth_case1202,1,pending_public_verification,https://openml.org/data/v1/download/53006/sleuth_case1202.arff,experiments/regression/audits/openml_sleuth_case1202_experience/profile.json,8b7f533dc23fc76647a573f3a6ea579b9d0c78dd57a7a4157f004bbda5161738,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,93,exper,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_sleuth_case1202_experience.html
openml_sleuth_ex1714_invol,openml_sleuth_ex1714_invol,openml,sleuth_ex1714,1,pending_public_verification,https://openml.org/data/v1/download/52959/sleuth_ex1714.arff,experiments/regression/audits/openml_sleuth_ex1714_invol/profile.json,e403dabd544d51a027e95855f0dc3536691fe3da504bfb6656e5d84809d37470,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,47,invol,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_sleuth_ex1714_invol.html
openml_smsa_nox,openml_smsa_nox,openml,SMSA,1,pending_public_verification,https://openml.org/data/v1/download/54053/SMSA.arff,experiments/regression/audits/openml_smsa_nox/profile.json,9551ed5aaa65c11e18f7528ac19eeb05497952222647e6689972ba79efa32ef7,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,59,NOx,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_smsa_nox.html
openml_socmob_sons_occupation,openml_socmob_sons_occupation,openml,socmob,1,pending_public_verification,https://openml.org/data/v1/download/52653/socmob.arff,experiments/regression/audits/openml_socmob_sons_occupation/profile.json,f7958b43265a511e86f32d655091a5f34dcb03074415d3ded7ef37f58d903320,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,1156,counts_for_sons_current_occupation,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_socmob_sons_occupation.html
openml_space_ga_log_votes_pop,openml_space_ga_log_votes_pop,openml,space_ga,1,pending_public_verification,https://openml.org/data/v1/download/52619/space_ga.arff,experiments/regression/audits/openml_space_ga_log_votes_pop/profile.json,9b036c257d5b5a4f0c5483f8e8d638525315578e9e82784c08664621f62e214f,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,3107,ln(VOTES/POP),profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/openml_space_ga_log_votes_pop.html
oulad_assessment_score,oulad_assessment_score,oulad,Open University Learning Analytics Dataset,pending_public_verification,pending_public_verification,https://figshare.com/articles/dataset/OULAD_Open_University_Learning_Analytics_Dataset/5081998,experiments/regression/audits/oulad_assessment_score/profile.json,6006e1324c9cd27e2166d8c7ce4592d2fa94f48fcdcbc3589dda71499bb26026,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,173739,score,Bounded 0-100 assessment score. Drop missing/non-numeric score rows for audit profiling; keep final_result out as a target descendant; require student/module grouped split and temporal assessment policy before runner use.,profile_metadata_available,false,atlas/datasets/cards/oulad_assessment_score.html
pisa_2022_math_pv_mean,pisa_2022_student_assessment,pisa,pisa_2022_student_assessment,2022,oecd_public_use_terms_pending_final_terms_review,https://www.oecd.org/pisa/data/2022database/,experiments/regression/audits/pisa_2022_math_pv_mean/profile.json,2f087ff42a9c371e46868ac5e43e7c483b91586f761f03839d233de4956901d2,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,613744,MATH_PV_MEAN,Use the row-wise mean of PV1MATH-PV10MATH only for source profiling and conformal-regression method prototyping. Publication-grade PISA analysis must run across all plausible values and combine estimates according to PISA methodology.,profile_metadata_available,true,atlas/datasets/cards/pisa_2022_math_pv_mean.html
scf_2022_networth,scf_2022_summary_extract,scf,scf_2022_summary_extract,2022,official_public_federal_reserve_data_as_recorded_in_audit,https://www.federalreserve.gov/econres/scfindex.htm,experiments/regression/audits/scf_2022_networth/profile.json,0789c21174badb985cf3e25f7941b3c06f1fbcb6003e35e15a362ac0e920bbdf,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,22975,NETWORTH,"Use SCF 2022 summary extract NETWORTH as family net worth in 2022 dollars. Keep negative, zero, and positive net worth values because all are substantive balance-sheet outcomes. Runner use requires raw/signed-log target sensitivity and robust outlier diagnostics for the extreme right tail.",profile_metadata_available,true,atlas/datasets/cards/scf_2022_networth.html
stackoverflow_2025_compensation,stackoverflow_2025_developer_survey,stackoverflow,stackoverflow_2025_developer_survey,2025,ODbL_1_0_and_DbCL_1_0_as_recorded_in_audit,https://survey.stackoverflow.co/,experiments/regression/audits/stackoverflow_2025_compensation/profile.json,3a3cb41ca88f4bfe14f19c2900b6d4dc28563a48c863234036e75fd4ccaaded1,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,23947,ConvertedCompYearly,"Use Stack Overflow's provided ConvertedCompYearly annual compensation target, drop missing and nonpositive targets for audit profiling, and keep CompTotal/Currency out of model features because they are target-construction inputs. Runner use requires log1p/raw sensitivity, outlier/winsor policy, country-aware reporting, and explicit self-selection limits.",profile_metadata_available,true,atlas/datasets/cards/stackoverflow_2025_compensation.html
uci_auto_mpg,uci_auto_mpg,uci,uci_auto_mpg,pending_public_verification,pending_public_verification,profile_or_source_review_required,experiments/regression/audits/uci_auto_mpg/audit.json,08e042b0326125ff959e9339bf0339d8d80044c682260fdac14d763c36ed8b80,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,398,mpg,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/uci_auto_mpg.html
uci_bike_sharing,uci_bike_sharing_hourly,uci,uci_bike_sharing_hourly,uci_dataset_275,uci_repository_terms_pending_final_terms_review,https://archive.ics.uci.edu/dataset/275/bike+sharing+dataset,experiments/regression/audits/uci_bike_sharing/profile.json,9081cbb0beb01706cbb6f2e4b2b7cfff190c6c70989cf332840ee09fb0e739ee,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,17379,cnt,"{'raw_target': 'cnt total hourly rentals', 'model_target_transform': 'log1p in the day-ordered smoke', 'reporting_scale': 'intervals inverted to original hourly rental-count scale', 'target_descendants_dropped': ['casual', 'registered']}",profile_metadata_available,true,atlas/datasets/cards/uci_bike_sharing.html
uci_communities_crime,uci_communities_crime,uci,uci_communities_crime,pending_public_verification,pending_public_verification,profile_or_source_review_required,experiments/regression/audits/uci_communities_crime/audit.json,8f47d025423f0846269988c5f6de4a6e9e4074a2d92d6a937debb497296cd458,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,1994,ViolentCrimesPerPop,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/uci_communities_crime.html
uci_student_performance,uci_student_performance,uci,uci_student_performance,pending_public_verification,pending_public_verification,profile_or_source_review_required,experiments/regression/audits/uci_student_performance/audit.json,609512eb91a0f22b91d2a4baffd67e5990de4d6106f1d68b145dc54d2e82afb9,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,649,G3,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/uci_student_performance.html
uci_student_performance_no_prior_grades,uci_student_performance,uci,uci_student_performance_no_prior_grades,pending_public_verification,pending_public_verification,profile_or_source_review_required,experiments/regression/audits/uci_student_performance_no_prior_grades/audit.json,7df35d22b02846309d24990e0879f54dec962190f1402e9509ad8ed1ddbe5771,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,649,G3,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/uci_student_performance_no_prior_grades.html
uci_student_performance_with_prior_grades,uci_student_performance,uci,uci_student_performance_with_prior_grades,pending_public_verification,pending_public_verification,profile_or_source_review_required,experiments/regression/audits/uci_student_performance_with_prior_grades/audit.json,ea655723216a26fbb896ef5ec99941626e4b1cee211a6e0cc0402aac4cd552ca,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,649,G3,profile_metadata_review_required,profile_metadata_available,false,atlas/datasets/cards/uci_student_performance_with_prior_grades.html
uci_wine_quality,uci_wine_quality,uci,uci_wine_quality,uci_dataset_186,uci_repository_terms_pending_final_terms_review,https://archive.ics.uci.edu/dataset/186/wine+quality,experiments/regression/audits/uci_wine_quality/audit.json,fe8454bd06f6ca5d61ffc0d4b61f14b84ac081403053df68fc4d7ae3d8c93cb2,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,6497,quality,profile_metadata_review_required,profile_metadata_available,true,atlas/datasets/cards/uci_wine_quality.html
uci_wine_quality_dedup,uci_wine_quality,uci,uci_wine_quality,uci_dataset_186,uci_repository_terms_pending_final_terms_review,https://archive.ics.uci.edu/dataset/186/wine+quality,experiments/regression/audits/uci_wine_quality_dedup/audit.json,e998f6a9e5e65d60a3a72af0e3c4fd4ff10766df6c80c2708c19ee32a8e4a2ea,profile_metadata_not_raw_dataset,raw_data_not_redistributed_or_not_publicly_hashed,metadata_and_retrieval_public_raw_not_redistributed,5320,quality,profile_metadata_review_required,profile_metadata_available,true,atlas/datasets/cards/uci_wine_quality_dedup.html
